28,1,2,1,0.82909,1
28,2,0,2,0.57126,1
28,3,2,1,0.46914,1
28,4,0,2,0.4448,1
28,5,1,1,0.41909,0
28,6,0,2,0.95508,1
28,7,0,2,0.5433,1
28,8,2,1,0.47449,1
28,9,0,2,0.43965,1
28,10,2,1,0.43201,1
28,11,0,2,0.43977,1
28,12,2,1,0.36786,1
28,13,0,2,0.53039,1
28,14,2,1,0.50134,1
28,15,2,1,0.41169,1
28,16,2,1,0.38772,1
28,17,0,2,0.42222,1
28,18,2,1,0.48682,1
28,19,2,1,0.48384,1
28,20,2,1,0.35447,1
28,21,1,2,0.50911,1
28,22,0,2,0.5864,1
28,23,1,2,0.47633,1
28,24,2,1,0.37062,1
28,25,2,1,0.46025,1
28,26,2,1,0.43586,1
28,27,2,1,0.4757,1
28,28,2,1,0.40185,1
28,29,1,1,0.45906,0
28,30,0,2,0.54559,1
28,31,0,2,0.42003,1
28,32,0,2,0.3974,1
28,33,2,1,0.59081,1
28,34,0,2,0.48018,1
28,35,1,2,0.50199,1
28,36,2,1,0.45933,1
28,37,1,2,0.51388,1
28,38,2,1,0.50965,1
28,39,0,2,0.53124,1
28,40,2,1,0.51883,1
28,41,2,1,0.42681,1
28,42,0,2,0.81982,1
28,43,2,1,0.4284,1
28,44,0,2,0.44413,1
28,45,1,2,0.38675,1
28,46,2,1,0.42065,1
28,47,2,1,0.45399,1
28,48,2,1,0.3965,1
28,49,0,2,0.42187,1
28,50,2,1,0.43868,1
28,51,0,2,0.43095,1
28,52,2,1,0.42261,1
28,53,1,2,0.44711,1
28,54,1,2,0.53443,1
28,55,1,2,0.44257,1
28,56,0,2,0.32174,1
28,57,2,1,0.58268,1
28,58,2,1,0.60747,1
28,59,0,2,0.44009,1
28,60,0,2,0.47229,1
28,61,0,2,0.63082,1
28,62,2,1,0.398,1
28,63,0,2,0.48827,1
28,64,0,2,0.46206,1
28,65,0,2,0.48954,1
28,66,1,2,0.39076,1
28,67,2,1,0.47956,1
28,68,0,2,0.40643,1
28,69,2,1,0.47101,1
28,70,2,1,0.47777,1
28,71,0,2,0.40364,1
28,72,2,1,0.45204,1
28,73,2,1,0.47531,1
28,74,2,1,0.37029,1
28,75,2,1,0.4448,1
28,76,2,1,0.41122,1
28,77,2,1,0.45189,1
28,78,2,1,0.45114,1
28,79,1,2,0.41131,1
28,80,2,1,0.427,1
28,81,2,1,0.44347,1
28,82,2,2,0.50689,0
28,83,2,1,0.40756,1
28,84,0,1,0.36763,0
28,85,0,2,0.49816,1
28,86,1,2,0.48838,1
28,87,0,2,0.43041,1
28,88,0,2,0.38208,1
28,89,2,1,0.41536,1
28,90,2,1,0.6891,1
28,91,2,1,0.40598,1
28,92,2,1,0.46272,1
28,93,0,2,0.43656,1
28,94,2,1,0.50147,1
28,95,0,2,0.5145,1
28,96,0,2,0.40637,1
28,97,1,2,0.4319,1
28,98,0,2,0.53589,1
28,99,0,2,0.49894,1
28,100,2,1,0.51311,1
28,101,0,2,0.42179,1
28,102,2,1,0.49424,1
28,103,2,1,0.37969,1
28,104,1,2,0.46052,1
28,105,2,1,0.44421,1
28,106,0,2,0.43543,1
28,107,2,1,0.45957,1
28,108,1,2,0.37786,1
28,109,0,2,0.36412,1
28,110,2,1,0.38271,1
28,111,1,2,0.42477,1
28,112,2,1,0.45573,1
28,113,2,1,0.60713,1
28,114,2,1,0.41584,1
28,115,1,2,0.44757,1
28,116,2,1,0.44761,1
28,117,2,1,0.44706,1
28,118,2,1,0.42143,1
28,119,0,2,0.44539,1
28,120,2,1,0.38965,1
28,121,0,2,0.48595,1
28,122,0,2,0.4848,1
28,123,2,1,0.42691,1
28,124,2,1,0.4178,1
28,125,2,1,0.40242,1
28,126,0,2,0.47667,1
28,127,1,2,0.53776,1
28,128,0,2,0.57369,1
28,129,0,2,0.50237,1
28,130,2,1,0.53156,1
28,131,2,1,0.43056,1
28,132,0,2,0.44751,1
28,133,1,2,0.47082,1
28,134,0,2,0.43673,1
28,135,2,1,0.49176,1
28,136,2,1,0.49708,1
28,137,1,2,0.7753,1
28,138,2,1,0.54523,1
28,139,2,1,0.4766,1
28,140,1,2,0.43439,1
28,141,1,2,0.35418,1
28,142,0,2,0.4458,1
