40,1,2,1,0.60308,1
40,2,2,1,0.54486,1
40,3,2,1,0.45217,1
40,4,2,1,0.38832,1
40,5,0,2,0.35739,1
40,6,1,2,0.67349,1
40,7,2,1,0.61535,1
40,8,1,2,0.54407,1
40,9,0,2,0.57922,1
40,10,2,1,0.49257,1
40,11,1,2,0.55381,1
40,12,0,1,0.51769,0
40,13,2,1,0.56979,1
40,14,0,2,0.50836,1
40,15,2,1,0.53697,1
40,16,2,1,0.62181,1
40,17,0,2,0.57433,1
40,18,1,2,0.68813,1
40,19,0,2,0.56642,1
40,20,0,2,0.48004,1
40,21,2,1,0.51884,1
40,22,1,2,0.57066,1
40,23,2,1,0.64611,1
40,24,0,2,0.45321,1
40,25,2,1,0.51696,1
40,26,2,1,0.46516,1
40,27,1,2,0.5031,1
40,28,0,2,0.50891,1
40,29,2,1,0.4736,1
40,30,1,2,0.5599,1
40,31,0,2,0.50634,1
40,32,1,2,0.43953,1
40,33,0,2,0.76675,1
40,34,2,1,0.61011,1
40,35,2,1,0.57009,1
40,36,1,2,0.43743,1
40,37,2,1,0.6935,1
40,38,0,2,0.57064,1
40,39,1,2,0.51736,1
40,40,2,1,0.64169,1
40,41,1,2,0.60132,1
40,42,0,2,0.61776,1
40,43,2,1,0.60243,1
40,44,2,1,0.63639,1
40,45,0,2,0.47565,1
40,46,2,1,0.69753,1
40,47,0,2,0.49493,1
40,48,0,2,0.70023,1
40,49,1,2,0.60191,1
40,50,2,1,0.45135,1
40,51,2,1,0.45003,1
40,52,0,2,0.54606,1
40,53,2,1,0.5646,1
40,54,0,2,0.42402,1
40,55,2,1,0.5272,1
40,56,0,2,0.44386,1
40,57,1,2,0.56243,1
40,58,2,1,0.50183,1
40,59,2,1,0.42634,1
40,60,2,1,0.42685,1
40,61,0,2,0.507,1
40,62,0,2,0.48753,1
40,63,0,2,0.40475,1
40,64,0,1,0.47876,0
40,65,2,1,1.4899,1
40,66,1,2,0.52727,1
40,67,0,2,0.45119,1
40,68,0,2,0.44977,1
40,69,1,2,0.53787,1
40,70,2,1,0.50969,1
40,71,0,2,0.54672,1
40,72,2,1,0.4696,1
40,73,2,1,0.58858,1
40,74,0,2,0.57373,1
40,75,0,2,0.50415,1
40,76,1,2,0.45345,1
40,77,2,1,0.58806,1
40,78,0,2,0.45468,1
40,79,0,2,0.55799,1
40,80,2,1,0.55183,1
40,81,2,1,0.45984,1
40,82,1,2,0.47376,1
40,83,2,1,0.48832,1
40,84,2,1,0.38979,1
40,85,0,2,0.45586,1
40,86,1,2,0.49437,1
40,87,2,1,0.49165,1
40,88,1,2,0.41693,1
40,89,2,1,0.50484,1
40,90,0,2,0.41495,1
40,91,2,1,0.53557,1
40,92,0,2,0.5227,1
40,93,0,2,0.4952,1
40,94,2,1,0.50866,1
40,95,0,2,0.47313,1
40,96,2,1,0.43902,1
40,97,2,1,0.67937,1
40,98,0,2,0.62038,1
40,99,2,1,0.4774,1
40,100,2,1,0.44359,1
40,101,0,2,0.45095,1
40,102,2,1,0.46621,1
40,103,1,2,0.49692,1
40,104,2,1,0.58208,1
40,105,0,2,0.4562,1
40,106,0,2,0.39868,1
40,107,2,1,0.47937,1
40,108,2,1,0.47741,1
40,109,0,2,0.45218,1
40,110,2,1,0.48331,1
40,111,2,1,0.44929,1
40,112,2,1,0.40868,1
40,113,0,2,0.48929,1
40,114,0,2,0.47846,1
40,115,2,1,0.43625,1
40,116,2,1,0.49969,1
40,117,2,1,0.58571,1
40,118,2,1,0.49168,1
40,119,2,1,0.83222,1
40,120,2,1,0.60019,1
40,121,2,1,0.73822,1
40,122,1,2,0.58142,1
40,123,0,2,0.49542,1
40,124,2,1,0.44473,1
40,125,0,2,0.57129,1
40,126,2,1,0.5187,1
40,127,2,1,0.41137,1
40,128,0,2,0.46711,1
40,129,1,2,0.55439,1
40,130,1,2,0.51768,1
40,131,0,2,0.79452,1
40,132,1,2,0.41894,1
40,133,2,1,0.43553,1
40,134,2,1,0.40423,1
40,135,2,1,0.52559,1
40,136,1,2,0.4095,1
40,137,0,2,0.41772,1
40,138,0,2,0.45082,1
40,139,1,2,0.53008,1
40,140,0,2,0.63735,1
40,141,2,1,0.61384,1
40,142,2,1,0.53444,1
40,143,1,2,1.1067,1
40,144,2,1,0.50321,1
40,145,0,2,0.4841,1
40,146,2,1,0.61048,1
40,147,2,1,0.49077,1
40,148,2,1,0.44034,1
40,149,2,1,0.3917,1
40,150,0,2,0.54483,1
40,151,2,1,0.4595,1
40,152,0,2,0.5301,1
40,153,2,1,0.45402,1
40,154,1,2,0.58197,1
40,155,0,2,0.47929,1
40,156,2,1,0.46123,1
40,157,0,2,0.50065,1
40,158,1,2,0.70584,1
40,159,0,2,0.44646,1
40,160,2,1,0.46114,1
40,161,0,2,0.52443,1
40,162,2,1,0.47962,1
40,163,2,1,0.45448,1
40,164,0,2,0.4043,1
40,165,0,2,0.43686,1
40,166,2,1,0.46976,1
40,167,2,1,0.53224,1
40,168,2,1,0.39191,1
40,169,2,1,0.55332,1
40,170,0,2,0.46065,1
40,171,2,1,0.5066,1
40,172,2,2,0.43991,0
40,173,2,1,0.47906,1
40,174,2,1,0.35729,1
40,175,0,2,0.44714,1
40,176,2,1,0.51114,1
40,177,2,1,0.48354,1
40,178,2,1,0.36961,1
40,179,2,1,0.43562,1
40,180,0,2,0.47622,1
40,181,2,1,0.45816,1
40,182,2,1,0.36869,1
40,183,1,2,0.47557,1
40,184,0,1,0.67347,0
40,185,2,1,0.78346,1
40,186,1,2,0.52924,1
40,187,0,2,0.5566,1
40,188,2,1,0.47199,1
40,189,2,1,0.50182,1
40,190,1,2,0.60312,1
40,191,2,1,0.49973,1
40,192,0,2,0.85792,1
